Treatment,Mouse,9,11,14,16,18,22,25
Group 07,1089,106.32,177.32,230.23,333.78,532.68,798.75,1575.28
Group 08,1090,116.83,163.31,266.60,312.38,466.02,842.14,1346.19
Group 08,1091,96.41,139.66,183.60,188.46,183.72,87.58,77.81
Group 08,1092,85.79,154.79,187.41,190.62,199.68,47.13,0.00
Group 08,1093,123.23,214.62,390.00,570.13,583.34,616.45,761.34
Group 08,1094,109.63,142.88,211.90,243.80,259.43,45.56,0.00
Group 08,1095,46.79,58.94,184.48,200.80,227.53,291.77,356.21
Group 08,1096,71.96,149.56,174.97,193.83,239.42,316.31,364.19
Group 08,1097,141.15,228.83,258.55,264.02,290.60,58.58,0.00
Group 08,1098,84.10,180.57,308.26,373.74,381.47,202.71,111.63
Group 08,1099,88.55,204.13,240.57,284.28,323.53,393.48,480.94
Group 08,1100,105.98,155.45,160.25,171.21,175.59,44.07,0.00
Group 08,1101,64.43,110.43,140.72,166.21,183.11,101.13,79.89
Group 08,1102,114.28,127.43,194.05,224.43,241.28,284.16,291.26
Group 08,1103,68.58,97.68,118.28,139.36,183.50,35.10,0.00
Group 08,1104,41.13,75.80,104.33,111.94,124.86,48.63,0.00
